ART_GRP_SE,ARCHV_ARTST_NM,NM,VRIT_MARK_CN,REALM_CL,ACT_RELM_CN,BIRTH_YEAR,RSRCH_MAN_NM,URL
ARTST,예술인,박고석,Park ko suk,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19362
ARTST,예술인,임윤수,林允洙,공연예술,정악,1917,,https://www.daarts.or.kr/handle/11080/6507
ARTST,예술인,성백주,Sung paik Joo,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19423
ARTST,예술인,이주영,,공연예술,연극,1980,,https://www.daarts.or.kr/handle/11080/135794
FARTST,미술작가,박항률,Park hang ryul,회화,,1950,,https://www.daarts.or.kr/handle/11080/19394
ARTST,예술인,허동화,許東華,시각예술,"컬렉션(자수 및 보자기), 박물관 경영",1926,,https://www.daarts.or.kr/handle/11080/6010
FARTST,미술작가,염은경,Yeom eun kyong,설치,,1953,,https://www.daarts.or.kr/handle/11080/19455
DIC,구술채록,이경성,李慶成,시각예술,미술이론,1919,이인범,https://www.daarts.or.kr/handle/11080/16592
ARTST,예술인,문선경,,공연예술,음악,1981,,https://www.daarts.or.kr/handle/11080/135934
FARTST,미술작가,서정국,Seo jung kug,조각,,1958,,https://www.daarts.or.kr/handle/11080/19415
ARTST,예술인,박은혜,"朴恩惠, PARK EunHye",창작음악,한국현대음악,1964,,https://www.daarts.or.kr/handle/11080/58401
ARTST,예술인,김동주,,시각예술,회화,1956,,https://www.daarts.or.kr/handle/11080/135915
ARTST,예술인,이성재,李誠載,공연예술,작곡,1924,,https://www.daarts.or.kr/handle/11080/6287
ARTST,예술인,서세옥,Suh se ok,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19412
DIC,구술채록,신학철,申鶴澈,시각예술,회화,1943,최태만,https://www.daarts.or.kr/handle/11080/135308
ARTST,예술인,김국진,金國鎭,공연예술,작곡,1930,,https://www.daarts.or.kr/handle/11080/135029
DIC,구술채록,김학수,Kim hak su,시각예술,회화,1919,박계리,https://www.daarts.or.kr/handle/11080/16255
ARTST,예술인,채상묵,蔡相黙,공연예술,한국무용,1944,,https://www.daarts.or.kr/handle/11080/6309
ARTST,예술인,김문환,金文煥,공연예술,"연극평론, 미학, 문화정책",1944,,https://www.daarts.or.kr/handle/11080/106942
ARTST,예술인,김승연,Kim seung yeon,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19284
ARTST,예술인,백태원,白泰元,시각예술,미술작가,1923,,https://www.daarts.or.kr/handle/11080/6133
ARTST,예술인,최희선,"崔喜仙, 최부돌",공연예술,한국무용,1929,,https://www.daarts.or.kr/handle/11080/6177
FARTST,미술작가,전준,Chon joon,조각,,1942,,https://www.daarts.or.kr/handle/11080/19582
DIC,구술채록,이영균,李英均,시각예술,시각기타,1953,권행가,https://www.daarts.or.kr/handle/11080/16677
ARTST,예술인,김미형,Kim mi hyung,시각예술,미술작가,1969,,https://www.daarts.or.kr/handle/11080/19270
FARTST,미술작가,문주,Moon joo,설치,,1961,,https://www.daarts.or.kr/handle/11080/19356
ARTST,예술인,성나연,,시각예술,건축,1981,,https://www.daarts.or.kr/handle/11080/135806
ARTST,예술인,이윰,Ium,시각예술,미술작가,1971,,https://www.daarts.or.kr/handle/11080/19537
FARTST,미술작가,안동숙,An dong suk,회화,,1922,,https://www.daarts.or.kr/handle/11080/6017
ARTST,예술인,김상열,金相烈,공연예술,연극일반,1941,,https://www.daarts.or.kr/handle/11080/9542
ARTST,예술인,박실,Park sil,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19382
DIC,구술채록,이영자,李英子,공연예술,음악,1931,한혜리,https://www.daarts.or.kr/handle/11080/60659
ARTST,예술인,양소운,梁蘇云,공연예술,"전통예술, 대중극",1924,,https://www.daarts.or.kr/handle/11080/6405
ARTST,예술인,박지은,,시각예술,시각기타,1972,,https://www.daarts.or.kr/handle/11080/135783
DIC,구술채록,송범,"宋范, 본명 송철교(宋喆敎)",공연예술,무용,1926,박선욱,https://www.daarts.or.kr/handle/11080/16434
ARTST,예술인,최만린,Choi man lin,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19634
FARTST,미술작가,진영선,Jin young sun,회화,,1945,,https://www.daarts.or.kr/handle/11080/19622
DIC,구술채록,김우종,金宇鐘,문학,문학,1929,김성수,https://www.daarts.or.kr/handle/11080/16200
ARTST,예술인,김혜원,Kim hae won,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19336
ARTST,예술인,석영기,Soug young ki,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19419
ARTGR,예술단체,대전문화재단,,,,,,https://www.daarts.or.kr/handle/11080/33657
FARTST,미술작가,박인현,Parkinhyun,회화,,1957,,https://www.daarts.or.kr/handle/11080/19389
FARTST,미술작가,차영규,Cha young kyu,미술작가,,1947,,https://www.daarts.or.kr/handle/11080/19627
DIC,구술채록,백병동,白秉東,공연예술,음악,1936,김혜자,https://www.daarts.or.kr/handle/11080/61256
ARTST,예술인,정점식,鄭點植,시각예술,서양화,1917,,https://www.daarts.or.kr/handle/11080/6059
DIC,구술채록,이성재,李誠載,공연예술,음악,1924,민경찬,https://www.daarts.or.kr/handle/11080/16663
ARTST,예술인,차순실,Cha soon shil,시각예술,미술작가,1955,,https://www.daarts.or.kr/handle/11080/19626
DIC,구술채록,양소운,梁蘇云,공연예술,전통연희,1924,김영희,https://www.daarts.or.kr/handle/11080/16511
DIC,구술채록,정승희,鄭承姬,공연예술,무용,1945,손선숙,https://www.daarts.or.kr/handle/11080/33895
ARTST,예술인,김준,Kim joon,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19315
ARTST,예술인,최인선,Choi in sun,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19642
ARTST,예술인,유근준,劉槿俊 (Yoo Keun Joon),시각예술,"미학, 미술평론, 미술교육",1934,,https://www.daarts.or.kr/handle/11080/24006
ARTST,예술인,이인실,Lee in sil,시각예술,한국화,1934,,https://www.daarts.or.kr/handle/11080/5907
ARTST,예술인,진규영,"陳圭英, CHIN Kyu-Yung",창작음악,한국현대음악,1948,,https://www.daarts.or.kr/handle/11080/95680
ARTST,예술인,송필용,Song phil yong,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19429
ARTST,예술인,박승영,PARK Seungyoung,창작음악,한국현대음악,1970,,https://www.daarts.or.kr/handle/11080/58513
ARTST,예술인,윤명로,Youn myeung ro,시각예술,"서양화, 판화",1936,,https://www.daarts.or.kr/handle/11080/19493
ARTST,예술인,조재익,Cho jae ik,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19616
ARTST,예술인,파조,波鳥,공연예술,무용,1926,,https://www.daarts.or.kr/handle/11080/6334
DIC,구술채록,박춘명,朴春鳴,시각예술,건축,1924,안창모,https://www.daarts.or.kr/handle/11080/16340
ARTST,예술인,이기봉,Rhee ki bong,시각예술,미술작가,1957,,https://www.daarts.or.kr/handle/11080/19504
ARTST,예술인,노라노,"Nora Noh, 본명 노명자(盧明子)",시각예술,"패션디자인, 패션산업",1928,,https://www.daarts.or.kr/handle/11080/26411
ARTST,예술인,해의만,Alan C. Heyman,공연예술,한국춤,1931,,https://www.daarts.or.kr/handle/11080/45208
FARTST,미술작가,안규철,Ahn kyu chul,조각,,1955,,https://www.daarts.or.kr/handle/11080/19443
ARTST,예술인,한기창,Han ki chang,시각예술,미술작가,1966,,https://www.daarts.or.kr/handle/11080/19651
ARTST,예술인,한진섭,Han jin sub,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19658
ARTST,예술인,김정명,Kim jung myung,시각예술,미술작가,1945,,https://www.daarts.or.kr/handle/11080/19310
ARTST,예술인,정양모,鄭良謨,시각예술,"미술사(도자사), 박물관학예, 문화재",1934,,https://www.daarts.or.kr/handle/11080/26419
ARTST,예술인,고정수,Koh jeong soo,시각예술,미술작가,1947,,https://www.daarts.or.kr/handle/11080/19225
ARTST,예술인,박용구,朴容九,공연예술,음악평론,1914,,https://www.daarts.or.kr/handle/11080/6391
ARTST,예술인,김아영,Kim ah young,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19287
ARTST,예술인,김우옥,金雨玉,공연예술,연출가,1934,,https://www.daarts.or.kr/handle/11080/6166
ARTST,예술인,문선경,,공연예술,음악,1981,,https://www.daarts.or.kr/handle/11080/135935
ARTST,예술인,원중식,元仲植,시각예술,"서예, 전각",1941,,https://www.daarts.or.kr/handle/11080/5834
ARTST,예술인,육완순,陸完順,공연예술,현대무용,1933,,https://www.daarts.or.kr/handle/11080/6295
FARTST,미술작가,김황록,Kim hwang rok,조각,,1961,,https://www.daarts.or.kr/handle/11080/19341
ARTST,예술인,박보희,朴普熙,공연예술,현대무용,1930,,https://www.daarts.or.kr/handle/11080/45181
FARTST,미술작가,노정란,Jung ran Noh,회화,,1948,,https://www.daarts.or.kr/handle/11080/19347
ARTST,예술인,김규동,金奎東,문학,시,1925,,https://www.daarts.or.kr/handle/11080/5666
ARTGR,예술단체,아시아문화개발원,,,,,,https://www.daarts.or.kr/handle/11080/39903
DIC,구술채록,심우성,沈雨晟,공연예술,연극,1934,허용호,https://www.daarts.or.kr/handle/11080/24071
FARTST,미술작가,권영우,Kwon young woo,회화,,1926,,https://www.daarts.or.kr/handle/11080/19238
FARTST,미술작가,이철량,Lee cheol ryang,회화,,1952,,https://www.daarts.or.kr/handle/11080/19553
FARTST,미술작가,이철주,Lee cheol joo,회화,,1941,,https://www.daarts.or.kr/handle/11080/19554
ARTST,예술인,한애규,Hahn ai kyu,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19654
FARTST,미술작가,김형대,Kim hyung dae,판화,,1936,,https://www.daarts.or.kr/handle/11080/19335
DIC,구술채록,김영희,金映希,공연예술,무용,1941,이정노,https://www.daarts.or.kr/handle/11080/24902
ARTST,예술인,성경린,成慶麟,공연예술,국악이론,1911,,https://www.daarts.or.kr/handle/11080/6544
FARTST,미술작가,홍수자,Hong su ja,설치,,1965,,https://www.daarts.or.kr/handle/11080/19670
FARTST,미술작가,석영기,Soug young ki,회화,,1960,,https://www.daarts.or.kr/handle/11080/19419
ARTST,예술인,권순철,Kwun sun cheol,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19235
ARTST,예술인,김순남,金順男,창작음악,한국현대음악,1917,,https://www.daarts.or.kr/handle/11080/163390
DIC,구술채록,신금례,申今禮,시각예술,회화,1926,김경연,https://www.daarts.or.kr/handle/11080/30025
FARTST,미술작가,김천영,Kim cheon young,회화,,1953,,https://www.daarts.or.kr/handle/11080/19326
FARTST,미술작가,김주호,Kim joo ho,조각,,1949,,https://www.daarts.or.kr/handle/11080/19314
DIC,구술채록,권영우,Kwon young woo,시각예술,회화,1926,박계리,https://www.daarts.or.kr/handle/11080/73191
ARTST,예술인,신수희,Shin soo hee,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19432
ARTST,예술인,강혜림,,공연예술,무용,1987,,https://www.daarts.or.kr/handle/11080/136009
FARTST,미술작가,이상명,Lee sang myung,공예,,1959,,https://www.daarts.or.kr/handle/11080/19512
ARTST,예술인,이승하,Lee seung ha,시각예술,미술작가,1959,,https://www.daarts.or.kr/handle/11080/19525
ARTST,예술인,허진,Hur jin,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19663
ARTGR,예술단체,안동문화예술의전당,,기타,,,,https://www.daarts.or.kr/handle/11080/74536
ARTGR,예술단체,(재)세종문화회관,,공연장,,,,https://www.daarts.or.kr/handle/11080/27254
ARTST,예술인,장기인,張起仁,시각예술,건축,1916,,https://www.daarts.or.kr/handle/11080/6070
ARTST,예술인,김성호,,시각예술,회화,1960,,https://www.daarts.or.kr/handle/11080/70417
FARTST,미술작가,조용익 (개명 전 : 조태하),趙容翊 (개명 전 : 趙泰河),회화,,1934,,https://www.daarts.or.kr/handle/11080/19615
ARTST,예술인,성세인,SEONG Sein,창작음악,한국현대음악,1974,,https://www.daarts.or.kr/handle/11080/61821
ARTST,예술인,조숙희,CHO Sookhee,창작음악,한국현대음악,1961,,https://www.daarts.or.kr/handle/11080/53421
ARTGR,예술단체,극단허리,,공연단체,,,,https://www.daarts.or.kr/handle/11080/135763
ARTST,예술인,김영운,"金英雲, 본명 김영환(金英煥)",공연예술,배우(만담),1924,,https://www.daarts.or.kr/handle/11080/24103
DIC,구술채록,권명화,權明花,공연예술,무용,1934,손선숙,https://www.daarts.or.kr/handle/11080/16063
ARTGR,예술단체,엠버스,,공연단체,,,,https://www.daarts.or.kr/handle/11080/33932
ARTST,예술인,금중기,Keum joong ki,시각예술,미술작가,1964,,https://www.daarts.or.kr/handle/11080/19254
ARTST,예술인,엄정순,Oum jeong soon,시각예술,미술작가,1961,,https://www.daarts.or.kr/handle/11080/19452
ARTGR,예술단체,극단 자유,,공연단체,,,,https://www.daarts.or.kr/handle/11080/18517
FARTST,미술작가,강광,Kang kwang,회화,,1940,,https://www.daarts.or.kr/handle/11080/19202
ARTST,예술인,신지식,申智植,문학,아동문학,1930,,https://www.daarts.or.kr/handle/11080/5711
FARTST,미술작가,문인상,Moon in sang,회화,,1960,,https://www.daarts.or.kr/handle/11080/19353
FARTST,미술작가,오원배,Oh won bae,회화,,1953,,https://www.daarts.or.kr/handle/11080/19468
ARTST,예술인,김서봉,Kim ser bohng,시각예술,미술작가,1930,,https://www.daarts.or.kr/handle/11080/19279
ARTST,예술인,송계일,宋桂一,시각예술,한국화,1940,,https://www.daarts.or.kr/handle/11080/5868
ARTGR,예술단체,대구문화예술회관,,공연단체,,,,https://www.daarts.or.kr/handle/11080/74513
DIC,구술채록,이광노,李光魯,시각예술,건축,1928,우동선,https://www.daarts.or.kr/handle/11080/16606
ARTST,예술인,신나라,Shin Nara,창작음악,한국현대음악,1970,,https://www.daarts.or.kr/handle/11080/68513
ARTST,예술인,홍수미,HONG Su-mi,창작음악,한국현대음악,1988,,https://www.daarts.or.kr/handle/11080/113565
ARTST,예술인,김명희,Kim myong hi,시각예술,미술작가,1949,,https://www.daarts.or.kr/handle/11080/19268
ARTST,예술인,곽정명,Gwak jeong myeong,시각예술,미술작가,1955,,https://www.daarts.or.kr/handle/11080/19230
ARTST,예술인,윤승현,"尹承鉉, YUN Seunghyun",창작음악,한국현대음악,1966,,https://www.daarts.or.kr/handle/11080/51259
FARTST,미술작가,홍승남,"Hong, Seung-Nam",조각,,1955,,https://www.daarts.or.kr/handle/11080/19674
ARTST,예술인,진랑,"陳娘, 본명 진현숙(陳鉉淑)",공연예술,배우,1922,,https://www.daarts.or.kr/handle/11080/6467
ARTST,예술인,윤용하,尹龍河,창작음악,한국현대음악,1922,,https://www.daarts.or.kr/handle/11080/163403
ARTGR,예술단체,Electric Muse Records,,공연단체,,,,https://www.daarts.or.kr/handle/11080/5050
DIC,구술채록,김혜식,金惠植,공연예술,무용,1942,유시현,https://www.daarts.or.kr/handle/11080/33889
FARTST,미술작가,장순업,Chang soon up,회화,,1947,,https://www.daarts.or.kr/handle/11080/19571
ARTST,예술인,이용일,李鎔一,공연예술,"음악교육, 음악평론, 지휘",1937,,https://www.daarts.or.kr/handle/11080/107147
ARTST,예술인,심정수,Shim jung soo,시각예술,미술작가,1942,,https://www.daarts.or.kr/handle/11080/19439
DIC,구술채록,변창순,邊昌順,공연예술,연극,1947,김숙현,https://www.daarts.or.kr/handle/11080/73638
ARTST,예술인,박범태,,공연예술,전통연희,1981,,https://www.daarts.or.kr/handle/11080/92484
ARTST,예술인,이주영,,공연예술,연극,1980,,https://www.daarts.or.kr/handle/11080/135988
ARTST,예술인,이준목,Lee jun mok,시각예술,미술작가,1961,,https://www.daarts.or.kr/handle/11080/19552
ARTST,예술인,윤대성,尹大星,공연예술,극작,1939,,https://www.daarts.or.kr/handle/11080/60968
DIC,구술채록,안상수,安尙秀,시각예술,디자인,1952,김종균,https://www.daarts.or.kr/handle/11080/73311
ARTST,예술인,전준엽,Chun jun yeup,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19583
ARTST,예술인,신장식,Shin jang sik,시각예술,미술작가,1959,,https://www.daarts.or.kr/handle/11080/19434
ARTST,예술인,그레타 리,본명 이용주(李容周),공연예술,"의상, 분장",1944,,https://www.daarts.or.kr/handle/11080/6293
ARTGR,예술단체,(주)문화콩,,기타,,,,https://www.daarts.or.kr/handle/11080/52082
DIC,구술채록,김천흥,金千興,공연예술,무용,1909,김영희,https://www.daarts.or.kr/handle/11080/16242
DIC,구술채록,장상의,張相宜,시각예술,회화,1940,문정희,https://www.daarts.or.kr/handle/11080/16789
ARTST,예술인,라병연,羅 炳 連,시각예술,"조각(목조각, 목공예)",1970,,https://www.daarts.or.kr/handle/11080/28804
ARTST,예술인,정정희,Chung chung hee,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19599
ARTGR,예술단체,중독자 엔터테인먼트,,공연단체,,,,https://www.daarts.or.kr/handle/11080/51992
FARTST,미술작가,이세득,Lee se duk,회화,,1921,,https://www.daarts.or.kr/handle/11080/19520
ARTST,예술인,장민호,張民虎,공연예술,배우,1924,,https://www.daarts.or.kr/handle/11080/6411
ARTST,예술인,권여현,Kwon yeo hyun,시각예술,미술작가,1961,,https://www.daarts.or.kr/handle/11080/19237
ARTGR,예술단체,극단 해반드르,,공연단체,,,,https://www.daarts.or.kr/handle/11080/90130
ARTST,예술인,도윤희,To hyun hee,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19348
ARTST,예술인,임희선,LEEM Heesun,창작음악,한국현대음악,1971,,https://www.daarts.or.kr/handle/11080/61881
ARTGR,예술단체,극단 로얄씨어터,,공연단체,,,,https://www.daarts.or.kr/handle/11080/33952
ARTST,예술인,김봉호,KIM Bong-Ho,창작음악,한국현대음악,1961,,https://www.daarts.or.kr/handle/11080/49555
FARTST,미술작가,차명희,Cha myung hi,회화,,1947,,https://www.daarts.or.kr/handle/11080/19625
ARTST,예술인,심철웅,Sim cheol woong,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19440
ARTST,예술인,정명희,Jeong myeong hee,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19589
ARTST,예술인,홍석창,"洪石蒼, 본명 홍숙호(洪璹鎬)",시각예술,한국화,1940,,https://www.daarts.or.kr/handle/11080/5856
ARTST,예술인,이기형,李基炯,문학,시,1917,,https://www.daarts.or.kr/handle/11080/5635
ARTST,예술인,한경진,HAN Kyungjin,창작음악,한국현대음악,1973,,https://www.daarts.or.kr/handle/11080/49658
ARTST,예술인,오정심,"吳貞心, 본명 오정숙吳貞淑",공연예술,대중음악,1925,,https://www.daarts.or.kr/handle/11080/73413
ARTST,예술인,진송자,Jin song ja,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19621
ARTST,예술인,홍승기,"洪勝基, HONG Seung Ki",창작음악,한국현대음악,1973,,https://www.daarts.or.kr/handle/11080/58322
ARTST,예술인,어효선,魚孝善,문학,아동문학,1925,,https://www.daarts.or.kr/handle/11080/5626
ARTST,예술인,신산옥,Shin san ok,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19430
ARTST,예술인,우제길,Woo jae gil,시각예술,미술작가,1942,,https://www.daarts.or.kr/handle/11080/19476
ARTST,예술인,정승운,Chung seung un,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19596
ARTST,예술인,김정옥,金正鈺,공연예술,연출가,1932,,https://www.daarts.or.kr/handle/11080/6377
FARTST,미술작가,오낭자,Oh nang ja,회화,,1943,,https://www.daarts.or.kr/handle/11080/19459
FARTST,미술작가,민경찬,Min kyung chan,회화,,1935,,https://www.daarts.or.kr/handle/11080/19357
ARTST,예술인,김웅,Kim woong,시각예술,미술작가,1944,,https://www.daarts.or.kr/handle/11080/19298
ARTST,예술인,최은희,崔銀姬,대중예술,영화배우,1926,,https://www.daarts.or.kr/handle/11080/6215
ARTST,예술인,고태암,GOH Tae Ahm,창작음악,한국현대음악,1974,,https://www.daarts.or.kr/handle/11080/52214
ARTST,예술인,이형우,Lee hyung woo,시각예술,미술작가,1955,,https://www.daarts.or.kr/handle/11080/19555
FARTST,미술작가,강관욱,Kang kwan wook,조각,,1945,,https://www.daarts.or.kr/handle/11080/19201
FARTST,미술작가,신영상,辛永常,회화,,1935,,https://www.daarts.or.kr/handle/11080/5880
ARTST,예술인,유병훈,Yoo byeong hoon,시각예술,미술작가,1949,,https://www.daarts.or.kr/handle/11080/19482
ARTGR,예술단체,코르코르디움,,공연단체,,,,https://www.daarts.or.kr/handle/11080/58391
DIC,구술채록,박용구,朴容九,공연예술,음악,1914,민경찬,https://www.daarts.or.kr/handle/11080/16323
FARTST,미술작가,김봉구,Kim bong goo,조각,,1939,,https://www.daarts.or.kr/handle/11080/19274
DIC,구술채록,여석기,呂石基,공연예술,연극,1922,김성희,https://www.daarts.or.kr/handle/11080/16544
DIC,구술채록,유현목,兪賢穆,대중예술,대중예술,1924,조혜정,https://www.daarts.or.kr/handle/11080/16560
FARTST,미술작가,오경화,Oh kyung hwa,설치,,1960,,https://www.daarts.or.kr/handle/11080/19456
ARTST,예술인,정창섭,Jung chang sup,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19603
ARTST,예술인,이주영,,공연예술,연극,1980,,https://www.daarts.or.kr/handle/11080/135964
ARTST,예술인,김희정,"金姬廷, KIM Cecilia Heejeong",창작음악,한국현대음악,1968,,https://www.daarts.or.kr/handle/11080/51263
ARTST,예술인,제갈삼,諸葛森,공연예술,피아노,1925,,https://www.daarts.or.kr/handle/11080/6550
ARTST,예술인,박항률,Park hang ryul,시각예술,미술작가,1950,,https://www.daarts.or.kr/handle/11080/19394
ARTST,예술인,오승우,Oh seung woo,시각예술,서양화,1930,,https://www.daarts.or.kr/handle/11080/19465
FARTST,미술작가,안수진,Ahn soo jin,조각,,1962,,https://www.daarts.or.kr/handle/11080/19446
FARTST,미술작가,김미형,Kim mi hyung,회화,,1969,,https://www.daarts.or.kr/handle/11080/19270
ARTST,예술인,조성묵,Cho sung mook,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19613
FARTST,미술작가,황규백,Hwang kyu baik,판화,,1932,,https://www.daarts.or.kr/handle/11080/19679
ARTST,예술인,최병훈,Choi byung hoon,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19637
ARTGR,예술단체,사단법인 공명,,공연단체,,,,https://www.daarts.or.kr/handle/11080/51929
ARTST,예술인,김지아나,jianak,시각예술,시각기타,1972,,https://www.daarts.or.kr/handle/11080/112233
ARTST,예술인,김용이,金容伊,공연예술,의상 및 소품,1939,,https://www.daarts.or.kr/handle/11080/6313
ARTST,예술인,정문규,Chung mun kyu,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19590
FARTST,미술작가,안필연,Ahn pil yun,설치,,1960,,https://www.daarts.or.kr/handle/11080/19449
ARTGR,예술단체,극단 대학로극장,,공연단체,,,,https://www.daarts.or.kr/handle/11080/90129
ARTST,예술인,강봉규,Kang bong kyu,시각예술,사진,1935,,https://www.daarts.or.kr/handle/11080/19205
ARTST,예술인,김진영,Kim jin yung,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19320
ARTST,예술인,오태석,吳泰錫,공연예술,"극작, 연출",1940,,https://www.daarts.or.kr/handle/11080/61178
ARTGR,예술단체,프로젝트 옆집누나,,공연단체,,,,https://www.daarts.or.kr/handle/11080/51182
DIC,구술채록,박을복,朴乙福,시각예술,공예,1915,김철효,https://www.daarts.or.kr/handle/11080/16330
ARTST,예술인,박인현,Parkinhyun,시각예술,미술작가,1957,,https://www.daarts.or.kr/handle/11080/19389
ARTST,예술인,정무연,"鄭舞燕, 본명 정항섭(鄭恒燮)",공연예술,현대무용,1927,,https://www.daarts.or.kr/handle/11080/6181
ARTST,예술인,최쌍중,Choi ssang joong,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19639
ARTST,예술인,한풍렬,Han poong ryul,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19659
FARTST,미술작가,함진,Ham jin,설치,,1978,,https://www.daarts.or.kr/handle/11080/19661
DIC,구술채록,이강숙,李康淑,공연예술,음악,1936,민경찬,https://www.daarts.or.kr/handle/11080/49475
ARTST,예술인,송수남,宋秀南,시각예술,한국화,1938,,https://www.daarts.or.kr/handle/11080/5897
DIC,구술채록,금동원,琴東媛,시각예술,회화,1927,권행가,https://www.daarts.or.kr/handle/11080/16071
ARTST,예술인,최지현,,시각예술,회화,1984,,https://www.daarts.or.kr/handle/11080/91782
ARTST,예술인,강혜림,,공연예술,무용,1987,,https://www.daarts.or.kr/handle/11080/136010
ARTST,예술인,정진숙,鄭鎭肅,문학,출판,1912,,https://www.daarts.or.kr/handle/11080/6573
FARTST,미술작가,박영근,Park young geun,회화,,1959,,https://www.daarts.or.kr/handle/11080/19384
DIC,구술채록,김정욱,金貞郁,공연예술,무용,1926,유시현,https://www.daarts.or.kr/handle/11080/33890
DIC,구술채록,유옥재,兪玉在,공연예술,무용,1945,민현주,https://www.daarts.or.kr/handle/11080/33892
ARTST,예술인,조용익 (개명 전 : 조태하),趙容翊 (개명 전 : 趙泰河),시각예술,서양화,1934,,https://www.daarts.or.kr/handle/11080/19615
ARTGR,예술단체,레이블소설,,공연단체,,,,https://www.daarts.or.kr/handle/11080/135765
FARTST,미술작가,원문자,Won moon ja,회화,,1944,,https://www.daarts.or.kr/handle/11080/19478
ARTST,예술인,최경한,Choi kyung han,시각예술,미술작가,1932,,https://www.daarts.or.kr/handle/11080/19631
ARTST,예술인,김상진,KIM Sangjin,창작음악,한국현대음악,1996,,https://www.daarts.or.kr/handle/11080/87459
FARTST,미술작가,백남준,Paik nam jun,설치,,1932,,https://www.daarts.or.kr/handle/11080/19406
DIC,구술채록,한운사,韓雲史,대중예술,대중예술,1923,이영미,https://www.daarts.or.kr/handle/11080/16971
DIC,구술채록,황종례,Whang chongnye,시각예술,공예,1927,장동광,https://www.daarts.or.kr/handle/11080/17015
ARTGR,예술단체,재인촌우듬지,,공연단체,,,,https://www.daarts.or.kr/handle/11080/51225
FARTST,미술작가,손인선,Son in sun,시각기타,,1968,,https://www.daarts.or.kr/handle/11080/19426
DIC,구술채록,메리조 프레슬리,Mary Jo Freshley,공연예술,무용,1934,유시현,https://www.daarts.or.kr/handle/11080/29836
ARTST,예술인,최선,崔善,공연예술,한국무용,1935,,https://www.daarts.or.kr/handle/11080/6307
ARTST,예술인,안진희,,시각예술,회화,1965,,https://www.daarts.or.kr/handle/11080/135967
FARTST,미술작가,김애영,Kim aie yung,회화,,1944,,https://www.daarts.or.kr/handle/11080/19290
ARTST,예술인,박윤경,PARK Yoonkyung,창작음악,한국현대음악,1974,,https://www.daarts.or.kr/handle/11080/69025
ARTST,예술인,박희은,PARK Hee-eun,창작음악,한국현대음악,1978,,https://www.daarts.or.kr/handle/11080/63284
ARTST,예술인,최덕수,崔德壽,대중예술,"방송편성, 기획",1930,,https://www.daarts.or.kr/handle/11080/49495
FARTST,미술작가,구본주,Gu bon ju,조각,,1967,,https://www.daarts.or.kr/handle/11080/19232
ARTST,예술인,김구림,Kim ku lim,시각예술,미술작가,1936,,https://www.daarts.or.kr/handle/11080/19259
ARTGR,예술단체,아신아트컴퍼니,,공연단체,,,,https://www.daarts.or.kr/handle/11080/52081
ARTST,예술인,김종길,金宗吉,문학,시,1926,,https://www.daarts.or.kr/handle/11080/5771
DIC,구술채록,김차섭,金次燮,시각예술,회화,1940,김남시,https://www.daarts.or.kr/handle/11080/107734
FARTST,미술작가,김태곤,Kim tae gon,설치,,1967,,https://www.daarts.or.kr/handle/11080/19332
ARTST,예술인,박재열,"朴在烈, PARK Jae-yeol",창작음악,한국현대음악,1930,,https://www.daarts.or.kr/handle/11080/71521
